web-scraper-order,web-scraper-start-url,huizen,prijzen,adres,vierkante_meter,energielabel,prijs per m2,Wijk code,regio,PrijsRange
1709564893-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=1,Kamperfoelieweg 114,550000.0,1032 HS Amsterdam,95.0,C,5789.473684210527,1032,Amsterdam-Noord,€500k - €750k
1709564893-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=1,Hoofdweg 827 +PP,745000.0,1055 SC Amsterdam,99.0,A,7525.252525252526,1055,Amsterdam-West,€500k - €750k
1709564893-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=1,Rietwijkerstraat 54 II,395000.0,1059 XB Amsterdam,46.0,D,8586.95652173913,1059,Amsterdam-West,€250k - €500k
1709564893-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=1,Albert Cuypstraat 94 -I,375000.0,1072 CX Amsterdam,49.0,C,7653.061224489796,1072,Amsterdam-Zuid,€250k - €500k
1709564893-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=1,Belgiëplein 30,535000.0,1066 SC Amsterdam,100.0,A,5350.0,1066,Amsterdam Nieuw-West,€500k - €750k
1709564893-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=1,Nieuwe Uilenburgerstraat 17 P,450000.0,1011 LM Amsterdam,59.0,B,7627.118644067797,1011,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),€250k - €500k
1709564893-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=1,Dapperstraat 55 3,325000.0,1093 BP Amsterdam,41.0,B,7926.829268292683,1093,Amsterdam-Oost,€250k - €500k
1709564893-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=1,Cornelis Anthoniszstraat 12 3,1100000.0,1071 VT Amsterdam,105.0,A++,10476.190476190477,1071,Amsterdam-Zuid,"€1M - €1,25M"
1709564893-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=1,Cornelis Anthoniszstraat 12 2,600000.0,1071 VT Amsterdam,59.0,A+,10169.49152542373,1071,Amsterdam-Zuid,€500k - €750k
1709564893-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=1,Iepenweg 34,575000.0,1091 JM Amsterdam,89.0,A,6460.6741573033705,1091,Amsterdam-Oost,€500k - €750k
1709564893-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=1,Kouwenoordweg 11,600000.0,1104 HL Amsterdam,147.0,,4081.6326530612246,1104,Amsterdam-Zuid-Oost,€500k - €750k
1709564893-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=1,Gerrit Mannourystraat 18 + PP,525000.0,1062 LA Amsterdam,94.0,A,5585.106382978724,1062,Amsterdam Nieuw-West,€500k - €750k
1709564893-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=1,Griseldestraat 14 3,450000.0,1055 AW Amsterdam,57.0,D,7894.736842105263,1055,Amsterdam-West,€250k - €500k
1709564893-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=1,Van Baerlestraat 20 A3,1375000.0,1071 AX Amsterdam,159.0,D,8647.798742138364,1071,Amsterdam-Zuid,"€1,25M - €1,5M"
1709564893-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=1,Gerda Brautigamstraat 41,575000.0,1067 VM Amsterdam,103.0,,5582.52427184466,1067,Amsterdam Nieuw-West,€500k - €750k
1709562863-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=10,Mijndenhof 21,450000.0,1106 GB Amsterdam,105.0,,4285.714285714285,1106,Amsterdam-Zuid-Oost,€250k - €500k
1709562863-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=10,Groenhoedenveem 17 +PP,950000.0,1019 HM Amsterdam,137.0,A,6934.306569343065,1019,Oostelijk Havengebied (Amsterdam-Oost),€750k - €1M
1709562863-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=10,Eerste Helmersstraat 169 E,700000.0,1054 DS Amsterdam,71.0,A,9859.154929577464,1054,Amsterdam-West,€500k - €750k
1709562863-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=10,Burgemeester Eliasstraat 45,560000.0,1063 EX Amsterdam,117.0,,4786.324786324786,1063,Amsterdam Nieuw-West,€500k - €750k
1709562863-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=10,Burgersdijkstraat 23,500000.0,1065 AK Amsterdam,88.0,,5681.818181818182,1065,Amsterdam Nieuw-West,€500k - €750k
1709562863-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=10,Boeierstraat 46,875000.0,1086 VD Amsterdam,188.0,,4654.255319148936,1086,Amsterdam-Oost,€750k - €1M
1709562863-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=10,Amsteldijk 162 I,985000.0,1079 LH Amsterdam,119.0,C,8277.310924369747,1079,Amsterdam-Zuid,€750k - €1M
1709562863-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=10,Afroditekade 30 B,825000.0,1076 DP Amsterdam,81.0,A+,10185.185185185184,1076,Amsterdam-Zuid,€750k - €1M
1709562863-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=10,Gustav Mahlerlaan 319,2995000.0,1082 MK Amsterdam,205.0,A,14609.756097560976,1082,Amsterdam-Zuid,"> €1,5M"
1709562863-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=10,Baarsjesweg 133 M,525000.0,1057 HL Amsterdam,57.0,A,9210.526315789473,1057,Amsterdam-West,€500k - €750k
1709562863-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=10,Jan van Zutphenstraat 175,650000.0,1069 RR Amsterdam,138.0,A,4710.144927536232,1069,Amsterdam Nieuw-West,€500k - €750k
1709562863-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=10,Herengracht 304,1650000.0,1016 CD Amsterdam,134.0,,12313.432835820895,1016,Amsterdam-Zuid-Oost,"> €1,5M"
1709562863-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=10,Bep van Klaverenboulevard 6,450000.0,1034 WP Amsterdam,99.0,A,4545.454545454545,1034,Amsterdam-Noord,€250k - €500k
1709562863-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=10,Churchill-laan 206 3,1050000.0,1078 EV Amsterdam,141.0,C,7446.808510638298,1078,Amsterdam-Zuid,"€1M - €1,25M"
1709562863-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=10,Oudezijds Voorburgwal 320,3950000.0,1012 GM Amsterdam,434.0,,9101.382488479263,1012,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),"> €1,5M"
1709560110-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=11,Poppendammergouw 20,865000.0,1028 AZ Amsterdam,125.0,,6920.0,1028,Amsterdam-Noord,€750k - €1M
1709560110-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=11,Hoornsestraat 40,550000.0,1023 XB Amsterdam,73.0,,7534.246575342466,1023,Amsterdam-Noord,€500k - €750k
1709560110-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=11,Eendrachtstraat 2 hs,575000.0,1078 XX Amsterdam,76.0,B,7565.789473684211,1078,Amsterdam-Zuid,€500k - €750k
1709560110-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=11,Overhoeksparklaan 120 +2PP,1850000.0,1031 KC Amsterdam,211.0,A,8767.772511848341,1031,Amsterdam-Noord,"> €1,5M"
1709560110-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=11,Zaanstraat 357,425000.0,1013 SG Amsterdam,45.0,C,9444.444444444445,1013,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),€250k - €500k
1709560110-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=11,Blauwvoetstraat 10 2,390000.0,1061 BV Amsterdam,51.0,B,7647.058823529412,1061,Amsterdam Nieuw-West,€250k - €500k
1709560110-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=11,Magnoliastraat 22,625000.0,1031 VD Amsterdam,100.0,,6250.0,1031,Amsterdam-Noord,€500k - €750k
1709560110-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=11,Keizersgracht 171 G,945000.0,1016 DP Amsterdam,80.0,A++,11812.5,1016,Amsterdam-Zuid-Oost,€750k - €1M
1709560110-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=11,Michelangelostraat 23 HS,1225000.0,1077 BP Amsterdam,123.0,C,9959.349593495936,1077,Amsterdam-Zuid,"€1M - €1,25M"
1709560110-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=11,Hofgeest 133,325000.0,1102 EG Amsterdam,65.0,C,5000.0,1102,Amsterdam-Zuid-Oost,€250k - €500k
1709560110-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=11,Geert Grootestraat 4,450000.0,1064 NJ Amsterdam,75.0,,6000.0,1064,Amsterdam Nieuw-West,€250k - €500k
1709560110-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=11,Admiraal De Ruijterweg 249 IV,650000.0,1055 LT Amsterdam,85.0,D,7647.058823529412,1055,Amsterdam-West,€500k - €750k
1709560110-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=11,Lange Stammerdijk 57,500000.0,1109 BM Amsterdam,90.0,,5555.555555555556,1109,Amsterdam-Zuid-Oost,€500k - €750k
1709560110-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=11,Dierenriem 108,325000.0,1033 AH Amsterdam,78.0,C,4166.666666666667,1033,Amsterdam-Noord,€250k - €500k
1709560110-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=11,Narva-eiland 178,900000.0,1014 ZJ Amsterdam,112.0,A++,8035.714285714285,1014,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),€750k - €1M
1709563803-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=12,Eerste Bloemdwarsstraat 16,1100000.0,1016 KS Amsterdam,120.0,,9166.666666666666,1016,Amsterdam-Zuid-Oost,"€1M - €1,25M"
1709563803-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=12,Burgersdijkstraat 24,800000.0,1065 AK Amsterdam,137.0,,5839.41605839416,1065,Amsterdam Nieuw-West,€750k - €1M
1709563803-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=12,Lassusstraat 5 H,1775000.0,1075 GV Amsterdam,187.0,E,9491.978609625668,1075,Amsterdam-Zuid,"> €1,5M"
1709563803-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=12,Westerdoksdijk 285,825000.0,1013 AD Amsterdam,103.0,A+,8009.708737864078,1013,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),€750k - €1M
1709563803-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=12,Veemkade 288,750000.0,1019 HD Amsterdam,115.0,A,6521.739130434783,1019,Oostelijk Havengebied (Amsterdam-Oost),€750k - €1M
1709563803-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=12,Hekla 19,500000.0,1060 NB Amsterdam,116.0,A+,4310.3448275862065,1060,Amsterdam Nieuw-West,€500k - €750k
1709563803-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=12,Kuipersstraat 199,650000.0,1073 ER Amsterdam,76.0,A,8552.631578947368,1073,Amsterdam-Zuid,€500k - €750k
1709563803-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=12,Leonard Bernsteinstraat 74 C,1475000.0,1082 MR Amsterdam,169.0,A++,8727.810650887574,1082,Amsterdam-Zuid,"€1,25M - €1,5M"
1709563803-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=12,Prins Hendrikkade 163,1200000.0,1011 TB Amsterdam,155.0,A,7741.935483870968,1011,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),"€1M - €1,25M"
1709563803-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=12,Ton de Leeuwstraat 26 + PP,1300000.0,1011 DE Amsterdam,124.0,A++,10483.870967741936,1011,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),"€1,25M - €1,5M"
1709563803-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=12,Cliostraat 28 -II,1595000.0,1077 KH Amsterdam,197.0,B,8096.446700507614,1077,Amsterdam-Zuid,"> €1,5M"
1709563803-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=12,Mensinge 32,900000.0,1083 HC Amsterdam,164.0,A,5487.804878048781,1083,Amsterdam-Zuid,€750k - €1M
1709563803-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=12,Beysterveld 113 + PP,3000000.0,1083 KB Amsterdam,429.0,B,6993.006993006993,1083,Amsterdam-Zuid,"> €1,5M"
1709563803-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=12,Spaarndammerdijk 7 E,645000.0,1013 ZM Amsterdam,92.0,A,7010.869565217391,1013,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),€500k - €750k
1709563803-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=12,Veemkade 1182 + PP,795000.0,1019 BZ Amsterdam,106.0,B,7500.0,1019,Oostelijk Havengebied (Amsterdam-Oost),€750k - €1M
1709563829-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=13,Tjeukemeerhof 8,595000.0,1060 PR Amsterdam,145.0,,4103.448275862069,1060,Amsterdam Nieuw-West,€500k - €750k
1709563829-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=13,Simon Stevinstraat 16 D,575000.0,1097 BZ Amsterdam,78.0,C,7371.794871794872,1097,Amsterdam-Oost,€500k - €750k
1709563829-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=13,Ruysdaelstraat 48 H,950000.0,1071 XE Amsterdam,98.0,C,9693.877551020409,1071,Amsterdam-Zuid,€750k - €1M
1709563829-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=13,Rapenburg 95 -2,825000.0,1011 TW Amsterdam,79.0,A,10443.037974683544,1011,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),€750k - €1M
1709563829-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=13,Willem van Weldammelaan 74,565000.0,1082 KW Amsterdam,87.0,E,6494.252873563219,1082,Amsterdam-Zuid,€500k - €750k
1709563829-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=13,Theodorus Majofskistraat 31 - I,450000.0,1065 SR Amsterdam,73.0,C,6164.3835616438355,1065,Amsterdam Nieuw-West,€250k - €500k
1709563829-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=13,Erich Salomonstraat 82,775000.0,1087 DB Amsterdam,169.0,,4585.798816568047,1087,Amsterdam-Oost,€750k - €1M
1709563829-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=13,Krooswijkhof 95 + PP,650000.0,1082 PB Amsterdam,129.0,A,5038.759689922481,1082,Amsterdam-Zuid,€500k - €750k
1709563829-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=13,Valkenburgerstraat 192 A,750000.0,1011 NC Amsterdam,87.0,A,8620.689655172413,1011,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),€750k - €1M
1709563829-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=13,IJburglaan 1017,600000.0,1087 EN Amsterdam,102.0,A+,5882.35294117647,1087,Amsterdam-Oost,€500k - €750k
1709563829-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=13,Catharina Boudewijnshof 59,429000.0,1064 PE Amsterdam,98.0,C,4377.551020408163,1064,Amsterdam Nieuw-West,€250k - €500k
1709563829-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=13,Quellijnstraat 37 E,950000.0,1072 XP Amsterdam,110.0,D,8636.363636363636,1072,Amsterdam-Zuid,€750k - €1M
1709563829-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=13,Leonard Bernsteinstraat 96 B,1185000.0,1082 MR Amsterdam,115.0,A,10304.347826086956,1082,Amsterdam-Zuid,"€1M - €1,25M"
1709563829-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=13,Balthasar Floriszstraat 22 -III,935000.0,1071 VD Amsterdam,112.0,C,8348.214285714286,1071,Amsterdam-Zuid,€750k - €1M
1709563829-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=13,Maarten Harpertszoon Trompstraat 24 4,695000.0,1056 JA Amsterdam,86.0,C,8081.395348837209,1056,Amsterdam-West,€500k - €750k
1709563894-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=14,Rapenburgerstraat 8,655000.0,1011 MK Amsterdam,84.0,A,7797.619047619048,1011,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),€500k - €750k
1709563894-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=14,Sloterweg 1249,649000.0,1066 CJ Amsterdam,133.0,,4879.699248120301,1066,Amsterdam Nieuw-West,€500k - €750k
1709563894-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=14,Dorpsstraat Holysloot 6,900000.0,1028 BD Amsterdam,108.0,,8333.333333333334,1028,Amsterdam-Noord,€750k - €1M
1709563894-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=14,Lijnbaansgracht 14 C,1750000.0,1015 GN Amsterdam,251.0,,6972.111553784861,1015,Amsterdam-Zuid-Oost,"> €1,5M"
1709563894-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=14,Slangenburg 60,825000.0,1082 JW Amsterdam,118.0,E,6991.525423728814,1082,Amsterdam-Zuid,€750k - €1M
1709563894-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=14,Zaanstraat 55,625000.0,1013 RW Amsterdam,79.0,C,7911.392405063291,1013,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),€500k - €750k
1709563894-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=14,Lomanstraat 71 E,475000.0,1075 PW Amsterdam,38.0,B,12500.0,1075,Amsterdam-Zuid,€250k - €500k
1709563894-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=14,Bongerdkade 12,,1036 LZ Amsterdam,128.0,,,1036,Amsterdam-Noord,
1709563894-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=14,Amstelbeststraat 6 C,2100000.0,1096 GD Amsterdam,237.0,A,8860.759493670887,1096,Amsterdam-Oost,"> €1,5M"
1709563894-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=14,Burgemeester Van Leeuwenlaan 198,650000.0,1063 NW Amsterdam,112.0,,5803.571428571428,1063,Amsterdam Nieuw-West,€500k - €750k
1709563894-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=14,Wijsmullerstraat 53 I,1295000.0,1058 JH Amsterdam,176.0,A,7357.954545454545,1058,Amsterdam-West,"€1,25M - €1,5M"
1709563894-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=14,Solitudolaan 266,2690000.0,1096 DS Amsterdam,223.0,A,12062.780269058296,1096,Amsterdam-Oost,"> €1,5M"
1709563894-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=14,Schinkelhavenkade 6,2750000.0,1075 VS Amsterdam,346.0,C,7947.976878612717,1075,Amsterdam-Zuid,"> €1,5M"
1709563894-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=14,Cabotstraat 26 1,447500.0,1057 VR Amsterdam,53.0,C,8443.396226415094,1057,Amsterdam-West,€250k - €500k
1709563894-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=14,Ruysdaelstraat 108 c,1500000.0,1071 XH Amsterdam,158.0,A+,9493.67088607595,1071,Amsterdam-Zuid,"> €1,5M"
1709562907-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=15,Zuideinde 365,579000.0,1035 PD Amsterdam,128.0,,4523.4375,1035,Amsterdam-Noord,€500k - €750k
1709562907-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=15,Willem Royaardsstraat 6,3485000.0,1077 WR Amsterdam,308.0,,11314.935064935065,1077,Amsterdam-Zuid,"> €1,5M"
1709562907-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=15,Gustav Mahlerlaan 559 C,1090000.0,1082 MK Amsterdam,99.0,A,11010.10101010101,1082,Amsterdam-Zuid,"€1M - €1,25M"
1709562907-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=15,Ceintuurbaan 209 3,1095000.0,1074 CV Amsterdam,142.0,C,7711.267605633803,1074,Amsterdam-Zuid,"€1M - €1,25M"
1709562907-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=15,Nieuwendammerdijk 166,745000.0,1025 LS Amsterdam,102.0,,7303.921568627451,1025,Amsterdam-Noord,€500k - €750k
1709562907-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=15,Statenjachtstraat 590,685000.0,1034 EZ Amsterdam,132.0,,5189.393939393939,1034,Amsterdam-Noord,€500k - €750k
1709562907-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=15,Dorpsweg Ransdorp 30,1495000.0,1028 BP Amsterdam,185.0,,8081.081081081081,1028,Amsterdam-Noord,"€1,25M - €1,5M"
1709562907-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=15,Warmelo 10,3250000.0,1081 HS Amsterdam,435.0,,7471.264367816092,1081,Amsterdam-Zuid,"> €1,5M"
1709562907-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=15,Visseringstraat 21 D,849000.0,1051 KH Amsterdam,116.0,A,7318.9655172413795,1051,Amsterdam-West,€750k - €1M
1709562907-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=15,Visseringstraat 21 D+PP,949000.0,1051 KH Amsterdam,116.0,A,8181.0344827586205,1051,Amsterdam-West,€750k - €1M
1709562907-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=15,Marnixstraat 307 B,450000.0,1016 TB Amsterdam,52.0,A,8653.846153846154,1016,Amsterdam-Zuid-Oost,€250k - €500k
1709562907-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=15,Schotse Hooglanden 40,695000.0,1060 NM Amsterdam,164.0,,4237.804878048781,1060,Amsterdam Nieuw-West,€500k - €750k
1709562907-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=15,IJburglaan 603 + PP,2275000.0,1087 BS Amsterdam,390.0,A,5833.333333333333,1087,Amsterdam-Oost,"> €1,5M"
